;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente
7835;CLI7837;1;43;0;0;1;2;3;31424;30;1.537;30;0;401
7836;CLI7838;0;32;4;1;1;2;3;31513;45;1.077;30;0;162
7837;CLI7839;1;64;0;0;1;2;1;59568;18;15.215;50;0;389
7838;CLI7840;0;47;0;0;2;2;1;77350;19;1.482;50;0;342
7839;CLI7841;0;73;8;0;0;2;1;36087;14;0.7;50;0;454
7840;CLI7842;1;44;0;0;2;2;1;123487;26;2.043;50;1;303
7841;CLI7843;1;39;7;1;1;2;3;24379;44;0.732;30;0;350
7842;CLI7844;1;36;4;1;1;4;3;29354;23;1.353;30;0;574
7843;CLI7845;1;61;7;0;2;2;1;59161;20;1.365;50;0;346
7844;CLI7846;1;31;3;2;0;2;3;23405;30;1.698;30;1;265
7845;CLI7847;0;21;5;2;1;2;2;12497;22;1.788;30;0;225
7846;CLI7848;0;31;0;2;1;4;3;19981;46;2.02;30;0;90
7847;CLI7849;0;44;5;0;2;2;1;62853;46;0.939;30;0;75
7848;CLI7850;0;80;8;0;0;2;0;27658;43;1.697;30;0;247
7849;CLI7851;1;73;6;0;1;4;1;71615;16;1.502;30;0;303
7850;CLI7852;1;39;4;1;2;7;3;28700;36;1.583;30;0;338
7851;CLI7853;1;36;0;1;1;2;3;28051;38;0.755;30;0;107
7852;CLI7854;1;66;0;0;2;2;1;55077;4;1.502;50;0;342
7853;CLI7855;0;21;3;2;1;4;2;18726;2;1.098;30;0;271
7854;CLI7856;0;56;5;0;2;3;1;109922;1;0.622;80;1;108
7855;CLI7857;1;31;2;2;0;3;3;18991;33;1.836;30;0;427
7856;CLI7858;1;94;0;0;1;1;0;64743;37;1.619;50;0;593
7857;CLI7859;1;57;7;0;2;5;1;82354;38;1.737;30;1;381
7858;CLI7860;0;61;4;0;1;1;1;90638;49;1.639;50;0;289
7859;CLI7861;1;33;5;1;1;5;3;18281;14;1.836;30;0;265
7860;CLI7862;0;66;0;0;2;2;1;31419;3;1.482;30;0;109
7861;CLI7863;0;45;0;0;0;5;1;69685;35;1.997;30;0;373
7862;CLI7864;1;39;0;1;2;2;3;23042;17;1.56;30;1;347
7863;CLI7865;0;25;6;2;1;4;2;27986;11;2.168;30;0;332
7864;CLI7866;1;97;0;0;0;2;0;76234;12;1.482;50;0;79
7865;CLI7867;1;21;3;2;1;4;2;22794;1;1.892;30;0;390
7866;CLI7868;1;97;6;0;0;2;0;85534;39;1.189;50;1;319
7867;CLI7869;1;45;0;0;0;2;1;71778;42;1.376;50;0;472
7868;CLI7870;1;33;3;1;2;4;3;22125;48;1.652;30;1;185
7869;CLI7871;1;51;0;0;1;4;1;29737;29;1.717;30;0;196
7870;CLI7872;0;30;8;2;1;3;3;20311;19;0.778;30;1;273
7871;CLI7873;0;81;0;0;0;2;0;30138;0;1.013;30;0;421
7872;CLI7874;0;31;1;2;1;1;3;23182;13;0.663;30;0;541
7873;CLI7875;0;32;3;1;1;4;3;24716;0;1.399;30;0;294
7874;CLI7876;0;39;0;1;1;1;3;18666;48;1.859;30;0;61
7875;CLI7877;0;39;1;1;2;2;3;24996;29;1.652;30;1;211
7876;CLI7878;0;42;1;0;1;4;3;42417;32;0.663;30;0;600
7877;CLI7879;0;53;0;0;2;7;1;25788;3;1.267;30;1;126
7878;CLI7880;1;69;2;0;0;3;1;37438;22;1.326;30;1;352
7879;CLI7881;0;44;1;0;1;1;1;64506;30;1.951;50;1;319
7880;CLI7882;1;84;8;0;0;2;0;69963;33;0.837;50;0;140
7881;CLI7883;0;55;0;0;1;2;1;90813;35;1.737;50;0;445
7882;CLI7884;0;96;8;0;1;2;0;99131;44;0.935;50;0;341
7883;CLI7885;1;68;4;0;1;5;1;110197;26;1.072;30;0;495
7884;CLI7886;1;42;7;0;2;4;3;63678;8;1.537;30;0;407
7885;CLI7887;1;58;2;0;1;2;1;81175;44;1.287;50;0;85
7886;CLI7888;1;51;0;0;2;4;1;49427;39;1.326;30;0;223
7887;CLI7889;1;57;0;0;1;4;1;21348;4;1.346;30;0;503
7888;CLI7890;0;35;5;1;1;1;3;22773;38;1.583;30;1;206
7889;CLI7891;0;58;0;0;2;2;1;109722;47;1.17;50;0;107
7890;CLI7892;0;22;7;2;1;5;2;12014;30;2.375;30;0;581
7891;CLI7893;0;56;5;0;1;3;1;104494;2;0.661;80;1;154
7892;CLI7894;0;62;0;0;2;2;1;68686;48;0.7;50;0;554
7893;CLI7895;1;29;5;2;1;6;3;20512;35;1.167;30;1;184
7894;CLI7896;1;34;7;1;2;3;3;21739;19;0.778;30;1;159
7895;CLI7897;1;31;4;2;1;3;3;23463;48;1.123;30;0;224
7896;CLI7898;0;55;3;0;1;1;1;37891;38;1.502;50;1;251
7897;CLI7899;0;45;5;0;2;9;1;126290;13;1.537;200;1;315
7898;CLI7900;0;90;8;0;0;2;0;59646;16;1.033;30;0;542
7899;CLI7901;0;52;8;0;1;1;1;30974;27;0.818;30;1;227
7900;CLI7902;1;34;3;1;1;9;3;23695;15;1.031;30;1;324
7901;CLI7903;0;20;3;2;1;6;2;15174;39;2.513;30;0;114
7902;CLI7904;0;36;5;1;1;4;3;22337;45;2.043;30;0;408
7903;CLI7905;1;42;7;0;1;2;3;57817;26;1.744;30;1;174
7904;CLI7906;1;30;3;2;1;5;3;28135;12;1.353;30;0;316
7905;CLI7907;0;47;4;0;2;4;1;125768;16;1.111;200;0;339
7906;CLI7908;1;47;0;0;2;4;1;43837;45;15.215;30;0;336
7907;CLI7909;0;40;0;1;1;3;3;99203;12;0.87;30;0;433
7908;CLI7910;0;87;8;0;1;1;0;114610;44;1.717;50;1;301
7909;CLI7911;0;55;0;0;1;2;1;42593;24;1.111;50;0;231
7910;CLI7912;0;53;6;0;1;1;1;85395;26;1.326;50;0;413
7911;CLI7913;1;46;0;0;2;3;1;91881;1;0.974;80;1;221
7912;CLI7914;0;74;8;0;0;4;1;32571;41;1.228;30;0;56
7913;CLI7915;1;62;0;0;1;2;1;126006;40;0.7;120;1;159
7914;CLI7916;1;30;3;2;1;4;3;25324;22;2.02;30;0;32
7915;CLI7917;1;33;0;1;1;4;3;27310;17;1.905;30;0;471
7916;CLI7918;0;52;7;0;2;3;1;50333;3;1.326;30;1;276
7917;CLI7919;1;51;5;0;2;2;1;91678;40;0.798;50;0;387
7918;CLI7920;1;61;0;0;2;2;1;88689;37;0.818;50;0;518
7919;CLI7921;0;35;7;1;1;5;3;22063;37;1.698;30;0;232
7920;CLI7922;0;98;8;0;0;2;0;85661;45;1.228;120;0;77
7921;CLI7923;1;72;2;0;1;4;1;44161;16;1.033;30;0;207
7922;CLI7924;0;33;7;1;0;2;3;26503;26;1.491;30;0;168
7923;CLI7925;1;87;8;0;0;2;0;39264;48;1.111;30;1;163
7924;CLI7926;1;40;5;1;1;1;3;98282;10;1.675;50;0;225
7925;CLI7927;1;40;6;1;1;4;3;80531;43;1.652;30;0;305
7926;CLI7928;0;79;8;0;0;1;0;97436;27;1.248;50;0;556
7927;CLI7929;0;30;3;2;1;5;3;29518;45;1.675;30;1;353
7928;CLI7930;1;58;2;0;0;4;1;99655;49;1.189;80;0;51
7929;CLI7931;0;30;3;2;1;5;3;20139;12;1.836;30;0;531
7930;CLI7932;0;36;5;1;0;2;3;19992;12;0.847;30;0;90
7931;CLI7933;1;85;8;0;0;2;0;28734;38;0.603;30;0;305
7932;CLI7934;0;34;3;1;1;3;3;19283;9;1.744;30;0;34
7933;CLI7935;1;33;3;1;1;4;3;19356;45;1.307;30;0;521
7934;CLI7936;1;25;4;2;1;4;2;18756;24;2.754;30;1;331
7935;CLI7937;0;73;8;0;2;2;1;113088;24;0.74;120;1;244
7936;CLI7938;0;28;6;2;1;4;3;24732;21;2.513;30;0;310
7937;CLI7939;0;51;5;0;1;1;1;46445;46;1.267;50;0;81
7938;CLI7940;1;51;0;0;1;2;1;33611;19;1.072;30;0;335
7939;CLI7941;1;42;2;0;0;6;3;96068;19;0.939;30;1;266
7940;CLI7942;1;28;3;2;1;2;3;18372;25;11.325;30;0;435
7941;CLI7943;1;24;3;2;1;5;2;17464;46;1.167;30;1;182
7942;CLI7944;0;41;8;1;0;2;3;30207;45;1.744;30;0;526
7943;CLI7945;0;69;6;0;2;3;1;96178;48;1.639;30;0;424
7944;CLI7946;1;75;0;0;0;2;1;30301;34;1.385;30;0;461
7945;CLI7947;0;41;0;1;1;1;3;59482;32;1.192;50;0;369
7946;CLI7948;1;39;0;1;2;2;3;18512;6;1.859;30;0;76
7947;CLI7949;1;66;7;0;1;1;1;103497;8;0.681;120;0;90
7948;CLI7950;1;52;0;0;2;3;1;46738;10;0.818;30;0;230
7949;CLI7951;1;47;2;0;1;5;1;48469;26;1.463;30;1;102
7950;CLI7952;1;62;0;0;2;2;1;48051;7;1.717;30;0;290
7951;CLI7953;0;31;5;2;2;2;3;29834;32;0.801;30;1;321
7952;CLI7954;0;35;3;1;1;4;3;26449;31;0.893;30;1;336
7953;CLI7955;1;67;4;0;1;3;1;122799;15;1.072;200;0;423
7954;CLI7956;1;34;0;1;1;7;3;21328;11;1.054;30;0;84
7955;CLI7957;1;21;3;2;1;5;2;15321;40;14.085;30;0;178
7956;CLI7958;1;55;6;0;1;4;1;115195;7;1.326;80;0;149
7957;CLI7959;1;73;2;0;0;2;1;45684;34;1.463;30;1;120
7958;CLI7960;1;62;7;0;1;2;1;27258;22;1.482;30;0;273
7959;CLI7961;1;58;7;0;2;2;1;37026;41;1.482;50;1;259
7960;CLI7962;1;52;0;0;2;4;1;49334;44;0.564;30;0;161
7961;CLI7963;0;40;6;1;1;2;3;95998;32;0.916;50;0;287
7962;CLI7964;0;36;3;1;1;5;3;20705;35;1.56;30;0;570
7963;CLI7965;0;56;5;0;2;3;1;86759;23;1.404;30;1;146
7964;CLI7966;1;36;3;1;1;3;3;29635;48;1.974;30;0;402
7965;CLI7967;1;58;2;0;0;3;1;52181;22;1.209;30;0;531
7966;CLI7968;1;33;0;1;1;3;3;23548;30;2.066;30;1;176
7967;CLI7969;0;34;0;1;1;2;3;20676;7;1.146;30;0;428
7968;CLI7970;1;45;7;0;2;5;1;70515;11;0.87;30;0;83
7969;CLI7971;1;20;3;2;1;4;2;19430;47;2.064;30;0;599
7970;CLI7972;1;74;0;0;1;1;1;124246;42;1.365;50;0;329
7971;CLI7973;0;63;0;0;2;6;1;120797;22;1.482;200;1;308
7972;CLI7974;1;39;0;1;1;2;3;28402;12;1.008;30;0;329
7973;CLI7975;1;24;3;2;1;4;2;23118;22;2.03;30;0;446
7974;CLI7976;0;30;6;2;1;1;3;31491;20;1.859;30;1;369
7975;CLI7977;1;39;7;1;0;2;3;26573;2;1.813;30;0;358
7976;CLI7978;0;62;0;0;2;4;1;82798;23;1.189;80;0;94
7977;CLI7979;1;30;3;2;1;3;3;29061;45;1.238;30;0;107
7978;CLI7980;0;35;3;1;1;3;3;20167;40;1.215;30;0;77
7979;CLI7981;0;22;3;2;1;5;2;13576;26;2.444;30;1;324
7980;CLI7982;1;21;3;2;1;6;2;12425;48;2.685;30;1;372
7981;CLI7983;0;42;0;0;1;2;3;68474;36;1.376;50;0;329
7982;CLI7984;0;36;0;1;2;2;3;31228;47;1.537;30;0;266
7983;CLI7985;1;43;2;0;2;2;3;53600;4;1.33;30;0;484
7984;CLI7986;0;67;0;0;2;5;1;92250;15;0.681;30;0;525
7985;CLI7987;1;33;0;1;1;1;3;26912;25;0.939;30;0;114
7986;CLI7988;1;54;0;0;1;2;1;39463;32;1.15;50;1;338
7987;CLI7989;1;61;7;0;0;5;1;39533;30;0.837;30;0;106
7988;CLI7990;0;21;3;2;1;4;2;14978;18;2.996;30;0;517
7989;CLI7991;1;54;0;0;2;4;1;107083;14;0.896;80;0;284
7990;CLI7992;0;47;7;0;1;1;1;30985;24;1.443;30;0;530
7991;CLI7993;0;39;1;1;2;4;3;22690;24;1.192;30;0;59
7992;CLI7994;1;35;3;1;1;1;3;21331;36;0.824;30;0;246
7993;CLI7995;0;29;3;2;1;8;3;23345;15;1.167;30;0;117
7994;CLI7996;1;72;2;0;1;1;1;101603;22;1.737;50;1;132
7995;CLI7997;1;32;7;1;1;9;3;28697;29;1.951;30;1;168
7996;CLI7998;0;22;5;2;1;6;2;14870;30;2.478;30;0;33
7997;CLI7999;0;25;3;2;1;4;2;21922;5;2.168;30;0;179
7998;CLI8000;0;90;8;0;1;3;0;117500;30;1.013;30;1;308
7999;CLI8001;1;32;3;1;1;2;3;20291;42;1.238;30;0;558
8000;CLI8002;1;21;3;2;1;3;2;21572;34;2.685;30;0;412
8001;CLI8003;1;23;6;2;1;5;2;17193;41;2.754;30;0;346
8002;CLI8004;0;43;0;0;1;1;3;58202;7;0.686;50;1;397
8003;CLI8005;0;32;1;1;1;4;3;18414;15;1.951;30;0;514
8004;CLI8006;1;33;5;1;1;3;3;19007;16;1.376;30;0;158
8005;CLI8007;1;33;2;1;0;4;3;19229;44;2.02;30;0;399
8006;CLI8008;0;68;8;0;2;2;1;82011;2;1.013;50;1;367
8007;CLI8009;1;33;3;1;1;1;3;26977;26;1.928;30;0;404
8008;CLI8010;1;24;3;2;1;5;2;13983;2;1.443;30;0;459
8009;CLI8011;1;41;2;1;0;6;3;117709;3;1.353;30;1;321
8010;CLI8012;0;92;0;0;0;2;0;97585;39;1.111;50;1;247
8011;CLI8013;0;54;7;0;1;1;1;114078;25;0.681;120;0;177
8012;CLI8014;0;28;3;2;1;2;3;30784;13;2.306;30;1;355
8013;CLI8015;1;57;0;0;1;3;1;90287;40;1.033;80;0;550
8014;CLI8016;0;77;8;0;0;2;1;69114;32;1.346;50;0;560
8015;CLI8017;1;41;7;1;1;2;3;42655;19;1.33;50;1;165
8016;CLI8018;1;46;5;0;1;1;1;101118;21;1.385;50;0;334
8017;CLI8019;1;36;3;1;1;1;3;21547;37;1.123;30;0;517
8018;CLI8020;1;96;8;0;1;1;0;59758;31;1.619;50;1;233
8019;CLI8021;0;34;0;1;2;2;3;21317;9;1.376;30;0;406
8020;CLI8022;1;42;6;0;0;4;3;112156;12;1.951;30;0;459
8021;CLI8023;1;42;7;0;1;2;3;43417;3;1.583;50;0;515
8022;CLI8024;1;62;0;0;0;2;1;74562;15;1.717;50;0;531
8023;CLI8025;0;62;0;0;2;5;1;44165;5;1.697;30;0;432
8024;CLI8026;0;56;0;0;1;1;1;22547;35;1.15;30;0;405
8025;CLI8027;0;22;5;2;1;2;2;13625;11;1.512;30;0;510
8026;CLI8028;0;25;6;2;1;4;2;19081;38;1.788;30;0;168
8027;CLI8029;1;68;7;0;2;2;1;106032;44;1.443;50;0;493
8028;CLI8030;1;44;0;0;0;1;1;54967;19;1.629;50;0;226
8029;CLI8031;0;31;4;2;1;3;3;21441;12;1.307;30;1;222
8030;CLI8032;1;50;0;0;1;1;1;48459;9;1.443;50;0;115
8031;CLI8033;0;47;7;0;2;2;1;60001;23;1.267;50;0;143
8032;CLI8034;1;32;2;1;1;6;3;24906;22;1.261;30;1;106
8033;CLI8035;1;42;3;0;1;2;3;53852;40;1.514;50;0;266
8034;CLI8036;0;89;8;0;0;3;0;77049;44;1.228;80;0;77
8035;CLI8037;1;39;0;1;1;1;3;30156;7;1.698;30;0;155
8036;CLI8038;0;34;3;1;1;5;3;23038;23;1.537;30;1;196
8037;CLI8039;1;31;3;2;1;5;3;21472;3;1.882;30;1;354
8038;CLI8040;1;73;8;0;1;1;1;116191;17;1.58;120;1;360
8039;CLI8041;1;76;2;0;2;4;1;61199;6;1.033;30;0;129
8040;CLI8042;0;28;1;2;1;1;3;22626;5;1.719;30;0;193
8041;CLI8043;1;20;3;2;1;4;2;21268;23;2.444;30;1;103
8042;CLI8044;0;44;0;0;2;2;1;35492;28;1.905;50;0;223
8043;CLI8045;1;43;0;0;2;2;3;115208;25;2.02;50;0;327
8044;CLI8046;0;55;4;0;1;2;1;78487;8;1.326;120;0;410
8045;CLI8047;0;57;5;0;2;2;1;62346;21;1.15;30;1;291
8046;CLI8048;1;65;7;0;2;2;1;74338;29;0.876;50;0;350
8047;CLI8049;1;55;5;0;2;2;1;122969;18;0.622;50;0;424
8048;CLI8050;0;35;4;1;1;4;3;21719;34;1.836;30;1;181
8049;CLI8051;0;89;8;0;0;2;0;58183;9;0.818;30;1;384
8050;CLI8052;1;57;0;0;2;6;1;35543;8;1.697;30;0;30
8051;CLI8053;1;43;2;0;2;4;3;26666;42;1.422;30;1;338
8052;CLI8054;0;41;0;1;1;2;3;118464;2;1.537;50;0;357
8053;CLI8055;1;25;3;2;1;3;2;21925;32;1.995;30;0;229
8054;CLI8056;1;54;0;0;2;3;1;68433;11;0.74;80;1;182
8055;CLI8057;1;20;3;2;1;2;2;16290;15;1.65;30;0;45
8056;CLI8058;1;69;1;0;2;3;1;122245;48;0.72;80;0;119
8057;CLI8059;1;94;8;0;1;1;0;115616;25;1.482;120;0;233
8058;CLI8060;0;34;7;1;1;3;3;31676;26;2.066;30;0;450
8059;CLI8061;1;43;3;0;1;2;3;49127;17;0.778;50;0;294
8060;CLI8062;0;53;0;0;2;6;1;117528;31;1.248;30;1;338
8061;CLI8063;1;72;0;0;2;2;1;41801;47;1.697;30;0;376
8062;CLI8064;1;45;0;0;0;5;1;124854;0;0.663;200;1;245
8063;CLI8065;1;24;8;2;1;7;2;16304;26;2.513;30;0;222
8064;CLI8066;1;39;2;1;1;4;3;31705;2;1.169;30;0;58
8065;CLI8067;0;36;3;1;1;1;3;20348;22;1.008;30;0;473
8066;CLI8068;0;30;3;2;1;4;3;20880;5;2.043;30;0;487
8067;CLI8069;1;41;2;1;2;3;3;107491;9;1.537;30;0;217
8068;CLI8070;0;40;4;1;1;1;3;67666;4;1.146;50;0;476
8069;CLI8071;1;41;3;1;2;4;3;118373;8;1.79;30;0;209
8070;CLI8072;0;76;8;0;1;1;1;112234;9;0.896;120;0;181
8071;CLI8073;1;65;2;0;0;2;1;88665;26;1.013;120;0;240
8072;CLI8074;0;21;6;2;1;4;2;15216;7;2.892;30;0;561
8073;CLI8075;1;52;5;0;0;5;1;76332;3;0.642;30;1;340
8074;CLI8076;1;67;5;0;1;3;1;120696;38;1.424;80;0;104
8075;CLI8077;0;52;0;0;2;3;1;88624;26;0.564;80;1;198
8076;CLI8078;1;55;0;0;2;4;1;23956;18;0.7;30;0;137
8077;CLI8079;1;21;3;2;1;4;2;23765;11;0.995;30;1;162
8078;CLI8080;1;24;3;2;1;3;2;17743;12;1.892;30;0;218
8079;CLI8081;0;24;3;2;1;6;2;22850;8;12.015;30;1;129
8080;CLI8082;1;55;0;0;2;5;1;29455;30;1.267;30;0;551
8081;CLI8083;1;30;3;2;1;3;3;22249;19;1.744;30;0;247
8082;CLI8084;1;20;5;2;1;3;2;22628;2;2.961;30;1;104
8083;CLI8085;0;67;0;0;1;1;1;35237;3;1.033;50;0;200
8084;CLI8086;0;22;8;2;2;3;2;16323;11;1.547;30;0;87
8085;CLI8087;1;50;0;0;2;2;1;56508;3;1.541;50;0;232
8086;CLI8088;1;61;0;0;1;1;1;127820;33;0.661;50;1;169
8087;CLI8089;0;97;8;0;2;4;0;73374;40;0.896;80;1;351
8088;CLI8090;1;69;2;0;0;3;1;43677;41;0.642;30;1;360
8089;CLI8091;1;76;8;0;0;1;1;33253;30;1.326;30;0;395
8090;CLI8092;1;46;0;0;1;4;1;29133;3;1.072;30;0;465
8091;CLI8093;1;87;2;0;0;2;0;70949;22;1.404;30;1;314
8092;CLI8094;0;39;3;1;0;3;3;29612;9;1.606;30;0;56
8093;CLI8095;1;30;2;2;0;4;3;29959;16;1.468;30;1;130
8094;CLI8096;1;57;4;0;1;2;1;46878;6;1.639;50;0;357
8095;CLI8097;0;32;3;1;1;4;3;30384;23;0.686;30;0;189
8096;CLI8098;0;87;8;0;0;2;0;112115;44;1.424;120;0;126
8097;CLI8099;1;96;8;0;0;2;0;42575;37;1.717;50;0;73
8098;CLI8100;1;98;8;0;1;2;0;55514;45;0.603;30;0;76
8099;CLI8101;1;69;0;0;2;3;1;92722;18;1.287;80;0;480
8100;CLI8102;1;34;0;1;1;2;3;30907;0;0.709;30;1;206
8101;CLI8103;1;79;0;0;2;6;0;118600;44;0.798;30;0;163
8102;CLI8104;0;45;5;0;2;2;1;86234;6;0.824;50;1;157
8103;CLI8105;0;67;0;0;1;1;1;82221;44;0.622;50;0;482
8104;CLI8106;1;68;0;0;1;2;1;126272;40;11.305;50;0;494
8105;CLI8107;1;62;0;0;2;2;1;100970;4;1.209;50;0;168
8106;CLI8108;1;66;0;0;2;5;1;41866;28;1.443;30;0;378
8107;CLI8109;1;75;0;0;0;2;1;55694;46;1.15;50;1;242
8108;CLI8110;1;21;3;2;1;8;2;13216;9;2.823;30;0;583
8109;CLI8111;1;63;2;0;0;3;1;24723;18;1.346;30;1;265
8110;CLI8112;1;21;3;2;1;5;2;14767;19;1.512;30;0;382
8111;CLI8113;0;56;0;0;2;6;1;104645;2;0.798;30;1;319
8112;CLI8114;0;95;0;0;0;2;0;113543;24;0.896;120;1;162
8113;CLI8115;0;81;8;0;0;2;0;76647;2;1.091;120;0;251
8114;CLI8116;1;25;7;2;1;2;2;24807;33;0.995;30;0;106
8115;CLI8117;1;52;0;0;2;2;1;87757;44;1.737;50;0;347
8116;CLI8118;0;21;3;2;1;6;2;12199;25;14.085;30;0;91
8117;CLI8119;1;55;0;0;0;4;1;47514;6;1.678;30;0;411
8118;CLI8120;1;88;8;0;0;2;0;102811;24;1.306;50;0;279
8119;CLI8121;1;86;8;0;1;1;0;81146;35;1.013;120;1;127
8120;CLI8122;0;53;5;0;1;1;1;128923;30;0.622;50;0;117
8121;CLI8123;1;77;5;0;2;2;1;30545;25;0.72;30;1;157
8122;CLI8124;1;55;2;0;0;5;1;23051;10;0.955;30;0;187
8123;CLI8125;0;91;8;0;0;2;0;28883;24;1.58;30;1;188
8124;CLI8126;1;39;7;1;1;1;3;26476;6;0.87;30;0;346
8125;CLI8127;0;40;0;1;1;2;3;97821;36;0.962;50;1;295
8126;CLI8128;0;39;0;1;1;1;3;25338;13;1.882;30;0;254
8127;CLI8129;1;39;0;1;2;2;3;29209;14;1.767;30;0;460
8128;CLI8130;1;20;3;2;1;3;2;13306;18;1.443;30;1;127
8129;CLI8131;0;80;0;0;2;2;0;95787;6;1.639;50;0;285
8130;CLI8132;1;68;0;0;0;3;1;97085;2;1.443;30;0;127
8131;CLI8133;0;51;0;0;2;2;1;96221;8;1.443;50;0;238
8132;CLI8134;1;47;7;0;1;4;1;123617;40;1.697;80;1;127
8133;CLI8135;0;35;7;1;1;1;3;27965;33;1.583;30;0;425
8134;CLI8136;1;43;0;0;1;1;3;118322;27;1.077;50;0;511
8135;CLI8137;0;98;8;0;0;2;0;78118;25;1.678;50;0;379
8136;CLI8138;0;20;3;2;1;3;2;20804;2;0.995;30;0;501
8137;CLI8139;0;63;0;0;0;2;1;94230;13;0.798;50;1;140
8138;CLI8140;0;20;7;2;1;4;2;13044;10;2.927;30;0;476
8139;CLI8141;0;78;0;0;0;2;1;125121;6;15.215;50;0;486
8140;CLI8142;0;76;0;0;2;2;1;126005;31;0.876;50;1;241
8141;CLI8143;0;46;3;0;1;4;1;48484;3;0.74;30;0;147
8142;CLI8144;0;40;0;1;1;2;3;38221;17;0.732;50;1;361
8143;CLI8145;0;88;8;0;0;2;0;72950;32;1.58;50;0;102
8144;CLI8146;1;76;7;0;1;1;1;96450;9;0.915;120;0;377
8145;CLI8147;0;74;0;0;2;3;1;113469;20;0.896;80;0;39
8146;CLI8148;0;52;5;0;2;4;1;93396;48;1.072;80;0;379
8147;CLI8149;0;54;0;0;2;2;1;50447;40;1.463;50;0;378
8148;CLI8150;0;35;4;1;1;4;3;21418;3;0.916;30;1;171
8149;CLI8151;0;72;8;0;2;4;1;51833;32;0.876;30;0;379
8150;CLI8152;0;86;8;0;0;2;0;79639;45;0.74;120;0;562
8151;CLI8153;1;36;0;1;1;6;3;22452;42;0.847;30;1;388
8152;CLI8154;1;53;0;0;1;1;1;79253;28;1.072;50;1;195
8153;CLI8155;1;64;2;0;2;5;1;99278;21;1.697;30;1;188
8154;CLI8156;0;91;8;0;0;1;0;102187;2;0.74;50;0;347
8155;CLI8157;0;33;3;1;1;4;3;26461;20;1.399;30;0;389
8156;CLI8158;0;39;0;1;1;2;3;19501;38;1.583;30;0;76
8157;CLI8159;1;35;3;1;1;5;3;21134;0;2.066;30;0;385
8158;CLI8160;1;76;1;0;0;2;1;103174;32;0.896;50;1;269
8159;CLI8161;0;78;8;0;0;2;1;89457;36;0.915;50;0;314
8160;CLI8162;1;47;8;0;1;1;1;100518;30;1.385;50;0;287
8161;CLI8163;1;41;0;1;1;2;3;87521;11;1.514;50;0;446
8162;CLI8164;1;46;5;0;1;1;1;102348;37;1.306;50;0;328
8163;CLI8165;0;77;5;0;2;2;1;82109;44;1.385;50;0;32
8164;CLI8166;1;51;0;0;1;2;1;79806;47;1.678;50;0;453
8165;CLI8167;1;23;3;2;1;1;2;12482;30;2.927;30;0;415
8166;CLI8168;1;77;0;0;2;2;1;70769;49;1.502;50;0;595
8167;CLI8169;0;67;0;0;1;1;1;118341;48;1.189;50;1;275
8168;CLI8170;1;66;7;0;1;1;1;40656;9;0.622;50;1;180
8169;CLI8171;1;41;7;1;1;2;3;114187;40;1.169;50;0;524
8170;CLI8172;1;33;3;1;1;2;3;26036;16;1.054;30;1;330
8171;CLI8173;0;35;4;1;1;3;3;25499;6;1.813;30;0;252
8172;CLI8174;1;29;2;2;1;3;3;26009;43;1.926;30;0;373
8173;CLI8175;1;46;6;0;1;1;1;32544;38;0.857;30;0;293
8174;CLI8176;0;20;5;2;1;1;2;21965;40;2.616;30;0;50
8175;CLI8177;1;88;2;0;1;1;0;110579;32;15.215;120;1;392
8176;CLI8178;1;32;3;1;0;2;3;18109;7;0.87;30;0;200
8177;CLI8179;0;97;0;0;0;2;0;90190;8;0.876;50;1;125
8178;CLI8180;1;77;8;0;1;1;1;104921;2;1.639;50;0;154
8179;CLI8181;0;55;0;0;0;4;1;110925;4;0.994;80;0;281
8180;CLI8182;1;47;5;0;2;4;1;115577;46;1.013;80;0;509
8181;CLI8183;1;56;0;0;2;2;1;82733;26;1.561;50;0;487
8182;CLI8184;0;55;0;0;0;3;1;100216;12;0.876;80;1;275
8183;CLI8185;0;81;1;0;1;1;0;57648;47;1.091;30;1;282
8184;CLI8186;0;32;3;1;1;3;3;27285;35;1.33;30;0;448
8185;CLI8187;0;35;4;1;1;2;3;28186;35;0.778;30;1;320
8186;CLI8188;1;66;2;0;1;2;1;76284;49;1.287;120;0;284
8187;CLI8189;1;51;0;0;1;1;1;62826;1;0.74;50;0;90
8188;CLI8190;0;89;6;0;1;2;0;79905;9;1.404;50;0;77
8189;CLI8191;1;45;4;0;2;7;1;122080;9;1.399;200;0;81
8190;CLI8192;1;24;2;2;0;4;2;15251;41;1.581;30;0;97
8191;CLI8193;1;41;0;1;2;3;3;42468;43;2.043;30;0;273
8192;CLI8194;1;47;4;0;1;1;1;108904;36;0.72;120;1;264
8193;CLI8195;1;55;0;0;2;3;1;31493;12;1.717;30;0;254
8194;CLI8196;0;39;0;1;2;2;3;30582;15;1.905;30;1;194
8195;CLI8197;1;72;8;0;0;2;1;46210;34;0.779;30;0;186
8196;CLI8198;0;45;4;0;1;4;1;90451;45;1.997;30;1;184
8197;CLI8199;1;31;7;2;1;2;3;26098;46;2.066;30;1;273
8198;CLI8200;1;61;0;0;2;2;1;35985;47;1.385;50;0;347
8199;CLI8201;0;64;8;0;0;2;1;111052;20;0.564;120;0;210
