Unnamed: 0;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;cluster
7709;CLI7711;0;73;4;0;2;2;1;112357;45;0.994;120;0;526;0
7710;CLI7712;1;58;0;0;1;2;1;33264;22;1.561;30;0;365;3
7711;CLI7713;1;23;5;2;1;6;2;13352;27;2.306;30;1;389;1
7712;CLI7714;0;68;0;0;1;2;1;23865;26;1.502;30;0;46;3
7713;CLI7715;1;77;2;0;0;2;1;73884;23;1.443;30;1;148;2
7714;CLI7716;1;90;8;0;0;2;0;122364;16;1.209;50;1;307;2
7715;CLI7717;0;43;0;0;2;4;3;125488;49;1.169;200;0;483;0
7716;CLI7718;1;54;5;0;2;2;1;83211;12;1.482;50;0;172;3
7717;CLI7719;0;31;8;2;2;3;3;31395;26;2.02;30;0;134;1
7718;CLI7720;0;39;4;1;2;2;3;26866;48;1.836;30;0;300;1
7719;CLI7721;0;55;5;0;1;3;1;32559;43;0.603;30;0;505;0
7720;CLI7722;1;39;0;1;1;2;3;29702;26;1.698;30;0;472;1
7721;CLI7723;1;61;0;0;2;2;1;21408;25;0.994;30;0;112;3
7722;CLI7724;1;67;0;0;2;2;1;104948;34;1.385;120;0;220;0
7723;CLI7725;1;29;0;2;1;2;3;23781;35;3.099;30;1;397;1
7724;CLI7726;0;67;8;0;0;3;1;82085;21;1.326;30;0;376;2
7725;CLI7727;1;66;8;0;1;2;1;41974;30;1.365;50;0;45;2
7726;CLI7728;0;28;0;2;1;1;3;30803;6;2.237;30;0;48;1
7727;CLI7729;1;50;2;0;0;3;1;23042;3;1.306;30;0;155;2
7728;CLI7730;1;39;0;1;1;2;3;28864;18;1.974;30;0;212;1
7729;CLI7731;1;68;2;0;0;3;1;105142;3;1.502;30;0;225;2
7730;CLI7732;0;58;0;0;2;3;1;101785;24;15.215;80;0;597;4
7731;CLI7733;0;54;0;0;1;2;1;23816;44;0.818;30;0;400;3
7732;CLI7734;0;47;0;0;1;4;1;103204;49;1.248;80;0;116;3
7733;CLI7735;1;21;3;2;1;6;2;16092;49;1.098;30;1;130;1
7734;CLI7736;0;42;3;0;1;1;3;77496;31;1.307;50;0;50;3
7735;CLI7737;0;30;4;2;1;3;3;25328;13;2.02;30;1;343;1
7736;CLI7738;1;20;3;2;1;3;2;12247;16;1.788;30;0;73;1
7737;CLI7739;0;47;0;0;1;2;1;120597;33;0.759;50;0;220;0
7738;CLI7740;0;40;7;1;1;1;3;116715;19;1.307;50;1;116;3
7739;CLI7741;1;58;7;0;1;3;1;118437;40;0.896;80;0;148;2
7740;CLI7742;0;29;3;2;1;7;3;28000;8;1.443;30;1;254;1
7741;CLI7743;1;65;7;0;1;1;1;106169;32;1.091;50;0;57;2
7742;CLI7744;1;40;0;1;2;2;3;91937;8;0.709;50;1;344;3
7743;CLI7745;1;39;8;1;1;1;3;20463;23;0.893;30;0;36;1
7744;CLI7746;1;69;2;0;0;1;1;28426;19;0.818;30;0;59;2
7745;CLI7747;0;36;6;1;1;9;3;19833;17;1.997;30;0;412;1
7746;CLI7748;1;46;2;0;0;4;1;74367;11;0.837;30;0;33;3
7747;CLI7749;0;34;0;1;1;3;3;26387;16;1.675;30;1;130;1
7748;CLI7750;1;24;3;2;1;3;2;12239;47;2.651;30;1;296;1
7749;CLI7751;1;56;0;0;1;2;1;92678;47;1.013;50;1;354;3
7750;CLI7752;1;46;5;0;1;1;1;37277;47;0.72;50;0;94;3
7751;CLI7753;1;31;2;2;0;4;3;25702;9;1.399;30;0;49;1
7752;CLI7754;1;58;2;0;0;3;1;102747;17;1.365;80;0;463;0
7753;CLI7755;1;68;2;0;0;4;1;125364;49;1.717;200;1;310;0
7754;CLI7756;0;30;3;2;1;1;3;22155;44;1.721;30;0;101;1
7755;CLI7757;0;58;0;0;2;3;1;89829;30;0.603;80;0;485;0
7756;CLI7758;1;22;3;2;1;3;2;19222;1;1.685;30;0;200;1
7757;CLI7759;1;31;7;2;0;4;3;27890;48;1.928;30;0;143;1
7758;CLI7760;0;34;3;1;1;5;3;24743;33;2.043;30;0;381;1
7759;CLI7761;0;64;0;0;2;2;1;73914;3;1.248;50;0;238;3
7760;CLI7762;0;34;3;1;1;3;3;22672;12;1.928;30;0;397;1
7761;CLI7763;1;87;7;0;1;1;0;88084;32;1.639;120;1;262;2
7762;CLI7764;1;57;2;0;0;4;1;94706;34;0.798;80;0;178;2
7763;CLI7765;0;33;1;1;1;1;3;21005;1;2.043;30;1;205;1
7764;CLI7766;1;46;2;0;0;3;1;99147;49;0.74;80;0;202;2
7765;CLI7767;0;47;0;0;2;2;1;95747;28;1.404;50;1;385;3
7766;CLI7768;1;36;3;1;1;2;3;31361;23;1.077;30;0;510;1
7767;CLI7769;0;21;0;2;1;2;2;15978;42;1.685;30;0;82;1
7768;CLI7770;0;44;0;0;2;2;1;103536;26;2.043;50;0;62;3
7769;CLI7771;1;74;7;0;2;3;1;112604;39;15.215;80;1;384;4
7770;CLI7772;1;24;3;2;1;4;2;15250;42;1.719;30;1;192;1
7771;CLI7773;0;50;0;0;1;2;1;112934;25;1.619;50;0;107;3
7772;CLI7774;0;66;0;0;0;2;1;116228;18;1.502;50;0;427;0
7773;CLI7775;1;45;0;0;2;3;1;125169;6;1.859;200;0;533;0
7774;CLI7776;1;32;7;1;1;5;3;31296;13;0.824;30;0;133;1
7775;CLI7777;1;35;3;1;1;1;3;24763;46;1.33;30;0;523;1
7776;CLI7778;0;41;4;1;2;9;3;61065;18;1.284;30;0;247;1
7777;CLI7779;1;31;3;2;1;5;3;23637;31;1.445;30;0;597;1
7778;CLI7780;0;97;8;0;0;2;0;70480;28;0.759;50;0;428;2
7779;CLI7781;1;46;7;0;1;1;1;29417;43;1.111;30;0;401;2
7780;CLI7782;0;40;0;1;1;1;3;112930;32;1.813;50;0;504;0
7781;CLI7783;0;31;3;2;1;3;3;30253;43;0.732;30;0;534;1
7782;CLI7784;1;25;3;2;1;3;2;20389;8;2.133;30;0;130;1
7783;CLI7785;1;89;2;0;1;1;0;63577;13;0.876;30;1;384;2
7784;CLI7786;0;90;8;0;0;2;0;35533;40;0.876;50;1;221;2
7785;CLI7787;0;77;8;0;1;1;1;93339;13;1.717;50;1;124;2
7786;CLI7788;1;90;2;0;1;1;0;39284;39;1.228;30;0;326;2
7787;CLI7789;0;42;0;0;2;2;3;129169;23;0.939;50;0;244;0
7788;CLI7790;0;47;4;0;1;1;1;113617;8;1.678;50;0;194;0
7789;CLI7791;0;46;0;0;1;2;1;53425;18;0.759;50;0;439;0
7790;CLI7792;0;32;1;1;1;1;3;27061;35;1.905;30;1;353;1
7791;CLI7793;0;42;4;0;2;3;3;90006;40;0.939;30;0;571;0
7792;CLI7794;0;42;4;0;1;3;3;81179;11;2.02;30;1;127;3
7793;CLI7795;0;40;4;1;1;3;3;46120;0;1.698;30;0;543;1
7794;CLI7796;1;58;0;0;1;1;1;72932;48;0.681;50;1;162;3
7795;CLI7797;1;28;3;2;1;1;3;18721;16;1.305;30;0;499;1
7796;CLI7798;0;64;1;0;0;2;1;85290;28;1.482;50;0;488;0
7797;CLI7799;1;57;2;0;0;4;1;67541;48;1.052;80;1;276;2
7798;CLI7800;0;40;0;1;1;1;3;55286;39;1.997;50;1;155;1
7799;CLI7801;1;21;3;2;1;8;2;23194;3;2.961;30;1;329;1
7800;CLI7802;0;74;0;0;0;2;1;77615;5;1.697;50;0;479;0
7801;CLI7803;1;34;3;1;1;4;3;29282;16;1.353;30;1;344;1
7802;CLI7804;0;31;0;2;1;1;3;29216;16;1.537;30;0;72;1
7803;CLI7805;1;72;0;0;2;3;1;36099;49;0.896;30;1;359;3
7804;CLI7806;0;66;0;0;0;2;1;121253;43;0.876;50;1;175;3
7805;CLI7807;1;81;8;0;1;1;0;87689;48;1.424;50;0;49;2
7806;CLI7808;0;57;4;0;2;4;1;45661;35;1.717;30;0;520;0
7807;CLI7809;0;69;0;0;0;3;1;116691;5;15.215;80;1;260;4
7808;CLI7810;0;20;3;2;1;3;2;20958;17;1.926;30;0;242;1
7809;CLI7811;1;28;7;2;1;3;3;19992;43;1.305;30;0;505;1
7810;CLI7812;0;45;4;0;2;3;1;46328;23;0.847;30;1;276;3
7811;CLI7813;1;22;3;2;1;4;2;22820;39;2.271;30;1;291;1
7812;CLI7814;1;75;7;0;1;1;1;121390;26;0.994;120;1;143;2
7813;CLI7815;1;76;0;0;1;1;1;59757;46;1.033;50;1;378;3
7814;CLI7816;1;34;7;1;1;5;3;28432;41;1.422;30;1;316;1
7815;CLI7817;0;47;5;0;1;6;1;96279;24;1.424;30;1;353;3
7816;CLI7818;1;68;2;0;0;3;1;69332;29;1.287;80;0;457;2
7817;CLI7819;1;46;0;0;2;2;1;70967;9;1.424;50;0;206;3
7818;CLI7820;1;28;3;2;1;3;3;27748;48;1.098;30;0;96;1
7819;CLI7821;1;25;3;2;1;5;2;22160;40;2.754;30;0;340;1
7820;CLI7822;0;23;3;2;1;5;2;20712;48;1.374;30;0;110;1
7821;CLI7823;0;44;6;0;1;1;1;50827;36;1.1;30;0;177;3
7822;CLI7824;1;30;3;2;1;1;3;21072;47;1.629;30;0;473;1
7823;CLI7825;1;35;3;1;1;1;3;23809;23;0.801;30;0;163;1
7824;CLI7826;1;29;0;2;1;1;3;27202;1;1.788;30;1;370;1
7825;CLI7827;1;35;2;1;1;2;3;26015;28;1.1;30;0;126;1
7826;CLI7828;0;43;3;0;1;3;3;115598;7;1.468;30;0;536;0
7827;CLI7829;1;54;0;0;1;1;1;124027;24;0.7;50;0;313;0
7828;CLI7830;0;65;0;0;2;4;1;93273;34;0.681;30;0;340;3
7829;CLI7831;1;43;7;0;1;4;3;31366;30;1.054;30;0;590;1
7830;CLI7832;0;51;6;0;0;3;1;25408;29;1.737;30;0;113;2
7831;CLI7833;0;68;5;0;2;3;1;117717;26;1.482;80;1;308;3
7832;CLI7834;0;40;1;1;1;2;3;88587;23;0.87;50;0;486;0
7833;CLI7835;0;77;0;0;2;2;1;111572;19;1.052;50;0;247;0
7834;CLI7836;0;64;0;0;1;1;1;55040;41;0.622;50;1;171;3
7835;CLI7837;1;43;0;0;1;2;3;31424;30;1.537;30;0;401;1
7836;CLI7838;0;32;4;1;1;2;3;31513;45;1.077;30;0;162;1
7837;CLI7839;1;64;0;0;1;2;1;59568;18;15.215;50;0;389;4
7838;CLI7840;0;47;0;0;2;2;1;77350;19;1.482;50;0;342;0
7839;CLI7841;0;73;8;0;0;2;1;36087;14;0.7;50;0;454;2
7840;CLI7842;1;44;0;0;2;2;1;123487;26;2.043;50;1;303;3
7841;CLI7843;1;39;7;1;1;2;3;24379;44;0.732;30;0;350;1
7842;CLI7844;1;36;4;1;1;4;3;29354;23;1.353;30;0;574;1
7843;CLI7845;1;61;7;0;2;2;1;59161;20;1.365;50;0;346;0
7844;CLI7846;1;31;3;2;0;2;3;23405;30;1.698;30;1;265;1
7845;CLI7847;0;21;5;2;1;2;2;12497;22;1.788;30;0;225;1
7846;CLI7848;0;31;0;2;1;4;3;19981;46;2.02;30;0;90;1
7847;CLI7849;0;44;5;0;2;2;1;62853;46;0.939;30;0;75;3
7848;CLI7850;0;80;8;0;0;2;0;27658;43;1.697;30;0;247;2
7849;CLI7851;1;73;6;0;1;4;1;71615;16;1.502;30;0;303;2
7850;CLI7852;1;39;4;1;2;7;3;28700;36;1.583;30;0;338;1
7851;CLI7853;1;36;0;1;1;2;3;28051;38;0.755;30;0;107;1
7852;CLI7854;1;66;0;0;2;2;1;55077;4;1.502;50;0;342;0
7853;CLI7855;0;21;3;2;1;4;2;18726;2;1.098;30;0;271;1
7854;CLI7856;0;56;5;0;2;3;1;109922;1;0.622;80;1;108;3
7855;CLI7857;1;31;2;2;0;3;3;18991;33;1.836;30;0;427;1
7856;CLI7858;1;94;0;0;1;1;0;64743;37;1.619;50;0;593;0
7857;CLI7859;1;57;7;0;2;5;1;82354;38;1.737;30;1;381;3
7858;CLI7860;0;61;4;0;1;1;1;90638;49;1.639;50;0;289;0
7859;CLI7861;1;33;5;1;1;5;3;18281;14;1.836;30;0;265;1
7860;CLI7862;0;66;0;0;2;2;1;31419;3;1.482;30;0;109;3
7861;CLI7863;0;45;0;0;0;5;1;69685;35;1.997;30;0;373;0
7862;CLI7864;1;39;0;1;2;2;3;23042;17;1.56;30;1;347;1
7863;CLI7865;0;25;6;2;1;4;2;27986;11;2.168;30;0;332;1
7864;CLI7866;1;97;0;0;0;2;0;76234;12;1.482;50;0;79;2
7865;CLI7867;1;21;3;2;1;4;2;22794;1;1.892;30;0;390;1
7866;CLI7868;1;97;6;0;0;2;0;85534;39;1.189;50;1;319;2
7867;CLI7869;1;45;0;0;0;2;1;71778;42;1.376;50;0;472;0
7868;CLI7870;1;33;3;1;2;4;3;22125;48;1.652;30;1;185;1
7869;CLI7871;1;51;0;0;1;4;1;29737;29;1.717;30;0;196;3
7870;CLI7872;0;30;8;2;1;3;3;20311;19;0.778;30;1;273;1
7871;CLI7873;0;81;0;0;0;2;0;30138;0;1.013;30;0;421;2
7872;CLI7874;0;31;1;2;1;1;3;23182;13;0.663;30;0;541;1
7873;CLI7875;0;32;3;1;1;4;3;24716;0;1.399;30;0;294;1
7874;CLI7876;0;39;0;1;1;1;3;18666;48;1.859;30;0;61;1
7875;CLI7877;0;39;1;1;2;2;3;24996;29;1.652;30;1;211;1
7876;CLI7878;0;42;1;0;1;4;3;42417;32;0.663;30;0;600;0
7877;CLI7879;0;53;0;0;2;7;1;25788;3;1.267;30;1;126;3
7878;CLI7880;1;69;2;0;0;3;1;37438;22;1.326;30;1;352;2
7879;CLI7881;0;44;1;0;1;1;1;64506;30;1.951;50;1;319;3
7880;CLI7882;1;84;8;0;0;2;0;69963;33;0.837;50;0;140;2
7881;CLI7883;0;55;0;0;1;2;1;90813;35;1.737;50;0;445;0
7882;CLI7884;0;96;8;0;1;2;0;99131;44;0.935;50;0;341;2
7883;CLI7885;1;68;4;0;1;5;1;110197;26;1.072;30;0;495;0
7884;CLI7886;1;42;7;0;2;4;3;63678;8;1.537;30;0;407;1
7885;CLI7887;1;58;2;0;1;2;1;81175;44;1.287;50;0;85;3
7886;CLI7888;1;51;0;0;2;4;1;49427;39;1.326;30;0;223;3
7887;CLI7889;1;57;0;0;1;4;1;21348;4;1.346;30;0;503;0
7888;CLI7890;0;35;5;1;1;1;3;22773;38;1.583;30;1;206;1
7889;CLI7891;0;58;0;0;2;2;1;109722;47;1.17;50;0;107;3
7890;CLI7892;0;22;7;2;1;5;2;12014;30;2.375;30;0;581;1
7891;CLI7893;0;56;5;0;1;3;1;104494;2;0.661;80;1;154;3
7892;CLI7894;0;62;0;0;2;2;1;68686;48;0.7;50;0;554;0
7893;CLI7895;1;29;5;2;1;6;3;20512;35;1.167;30;1;184;1
7894;CLI7896;1;34;7;1;2;3;3;21739;19;0.778;30;1;159;1
7895;CLI7897;1;31;4;2;1;3;3;23463;48;1.123;30;0;224;1
7896;CLI7898;0;55;3;0;1;1;1;37891;38;1.502;50;1;251;3
7897;CLI7899;0;45;5;0;2;9;1;126290;13;1.537;200;1;315;0
7898;CLI7900;0;90;8;0;0;2;0;59646;16;1.033;30;0;542;2
7899;CLI7901;0;52;8;0;1;1;1;30974;27;0.818;30;1;227;2
7900;CLI7902;1;34;3;1;1;9;3;23695;15;1.031;30;1;324;1
7901;CLI7903;0;20;3;2;1;6;2;15174;39;2.513;30;0;114;1
7902;CLI7904;0;36;5;1;1;4;3;22337;45;2.043;30;0;408;1
7903;CLI7905;1;42;7;0;1;2;3;57817;26;1.744;30;1;174;3
7904;CLI7906;1;30;3;2;1;5;3;28135;12;1.353;30;0;316;1
7905;CLI7907;0;47;4;0;2;4;1;125768;16;1.111;200;0;339;0
7906;CLI7908;1;47;0;0;2;4;1;43837;45;15.215;30;0;336;4
7907;CLI7909;0;40;0;1;1;3;3;99203;12;0.87;30;0;433;0
7908;CLI7910;0;87;8;0;1;1;0;114610;44;1.717;50;1;301;2
7909;CLI7911;0;55;0;0;1;2;1;42593;24;1.111;50;0;231;3
7910;CLI7912;0;53;6;0;1;1;1;85395;26;1.326;50;0;413;0
7911;CLI7913;1;46;0;0;2;3;1;91881;1;0.974;80;1;221;3
7912;CLI7914;0;74;8;0;0;4;1;32571;41;1.228;30;0;56;2
7913;CLI7915;1;62;0;0;1;2;1;126006;40;0.7;120;1;159;3
7914;CLI7916;1;30;3;2;1;4;3;25324;22;2.02;30;0;32;1
7915;CLI7917;1;33;0;1;1;4;3;27310;17;1.905;30;0;471;1
7916;CLI7918;0;52;7;0;2;3;1;50333;3;1.326;30;1;276;3
7917;CLI7919;1;51;5;0;2;2;1;91678;40;0.798;50;0;387;0
7918;CLI7920;1;61;0;0;2;2;1;88689;37;0.818;50;0;518;0
7919;CLI7921;0;35;7;1;1;5;3;22063;37;1.698;30;0;232;1
7920;CLI7922;0;98;8;0;0;2;0;85661;45;1.228;120;0;77;2
7921;CLI7923;1;72;2;0;1;4;1;44161;16;1.033;30;0;207;3
7922;CLI7924;0;33;7;1;0;2;3;26503;26;1.491;30;0;168;1
7923;CLI7925;1;87;8;0;0;2;0;39264;48;1.111;30;1;163;2
7924;CLI7926;1;40;5;1;1;1;3;98282;10;1.675;50;0;225;1
7925;CLI7927;1;40;6;1;1;4;3;80531;43;1.652;30;0;305;1
7926;CLI7928;0;79;8;0;0;1;0;97436;27;1.248;50;0;556;2
7927;CLI7929;0;30;3;2;1;5;3;29518;45;1.675;30;1;353;1
7928;CLI7930;1;58;2;0;0;4;1;99655;49;1.189;80;0;51;2
7929;CLI7931;0;30;3;2;1;5;3;20139;12;1.836;30;0;531;1
7930;CLI7932;0;36;5;1;0;2;3;19992;12;0.847;30;0;90;1
7931;CLI7933;1;85;8;0;0;2;0;28734;38;0.603;30;0;305;2
7932;CLI7934;0;34;3;1;1;3;3;19283;9;1.744;30;0;34;1
7933;CLI7935;1;33;3;1;1;4;3;19356;45;1.307;30;0;521;1
7934;CLI7936;1;25;4;2;1;4;2;18756;24;2.754;30;1;331;1
7935;CLI7937;0;73;8;0;2;2;1;113088;24;0.74;120;1;244;0
7936;CLI7938;0;28;6;2;1;4;3;24732;21;2.513;30;0;310;1
7937;CLI7939;0;51;5;0;1;1;1;46445;46;1.267;50;0;81;3
7938;CLI7940;1;51;0;0;1;2;1;33611;19;1.072;30;0;335;3
7939;CLI7941;1;42;2;0;0;6;3;96068;19;0.939;30;1;266;3
7940;CLI7942;1;28;3;2;1;2;3;18372;25;11.325;30;0;435;4
7941;CLI7943;1;24;3;2;1;5;2;17464;46;1.167;30;1;182;1
7942;CLI7944;0;41;8;1;0;2;3;30207;45;1.744;30;0;526;1
7943;CLI7945;0;69;6;0;2;3;1;96178;48;1.639;30;0;424;0
7944;CLI7946;1;75;0;0;0;2;1;30301;34;1.385;30;0;461;2
7945;CLI7947;0;41;0;1;1;1;3;59482;32;1.192;50;0;369;1
7946;CLI7948;1;39;0;1;2;2;3;18512;6;1.859;30;0;76;1
7947;CLI7949;1;66;7;0;1;1;1;103497;8;0.681;120;0;90;2
7948;CLI7950;1;52;0;0;2;3;1;46738;10;0.818;30;0;230;3
7949;CLI7951;1;47;2;0;1;5;1;48469;26;1.463;30;1;102;3
7950;CLI7952;1;62;0;0;2;2;1;48051;7;1.717;30;0;290;3
7951;CLI7953;0;31;5;2;2;2;3;29834;32;0.801;30;1;321;1
7952;CLI7954;0;35;3;1;1;4;3;26449;31;0.893;30;1;336;1
7953;CLI7955;1;67;4;0;1;3;1;122799;15;1.072;200;0;423;0
7954;CLI7956;1;34;0;1;1;7;3;21328;11;1.054;30;0;84;1
7955;CLI7957;1;21;3;2;1;5;2;15321;40;14.085;30;0;178;4
7956;CLI7958;1;55;6;0;1;4;1;115195;7;1.326;80;0;149;2
7957;CLI7959;1;73;2;0;0;2;1;45684;34;1.463;30;1;120;2
7958;CLI7960;1;62;7;0;1;2;1;27258;22;1.482;30;0;273;2
7959;CLI7961;1;58;7;0;2;2;1;37026;41;1.482;50;1;259;3
7960;CLI7962;1;52;0;0;2;4;1;49334;44;0.564;30;0;161;3
7961;CLI7963;0;40;6;1;1;2;3;95998;32;0.916;50;0;287;1
7962;CLI7964;0;36;3;1;1;5;3;20705;35;1.56;30;0;570;1
7963;CLI7965;0;56;5;0;2;3;1;86759;23;1.404;30;1;146;3
7964;CLI7966;1;36;3;1;1;3;3;29635;48;1.974;30;0;402;1
7965;CLI7967;1;58;2;0;0;3;1;52181;22;1.209;30;0;531;2
7966;CLI7968;1;33;0;1;1;3;3;23548;30;2.066;30;1;176;1
7967;CLI7969;0;34;0;1;1;2;3;20676;7;1.146;30;0;428;1
7968;CLI7970;1;45;7;0;2;5;1;70515;11;0.87;30;0;83;3
7969;CLI7971;1;20;3;2;1;4;2;19430;47;2.064;30;0;599;1
7970;CLI7972;1;74;0;0;1;1;1;124246;42;1.365;50;0;329;0
7971;CLI7973;0;63;0;0;2;6;1;120797;22;1.482;200;1;308;0
7972;CLI7974;1;39;0;1;1;2;3;28402;12;1.008;30;0;329;1
7973;CLI7975;1;24;3;2;1;4;2;23118;22;2.03;30;0;446;1
7974;CLI7976;0;30;6;2;1;1;3;31491;20;1.859;30;1;369;1
7975;CLI7977;1;39;7;1;0;2;3;26573;2;1.813;30;0;358;1
7976;CLI7978;0;62;0;0;2;4;1;82798;23;1.189;80;0;94;3
7977;CLI7979;1;30;3;2;1;3;3;29061;45;1.238;30;0;107;1
7978;CLI7980;0;35;3;1;1;3;3;20167;40;1.215;30;0;77;1
7979;CLI7981;0;22;3;2;1;5;2;13576;26;2.444;30;1;324;1
7980;CLI7982;1;21;3;2;1;6;2;12425;48;2.685;30;1;372;1
7981;CLI7983;0;42;0;0;1;2;3;68474;36;1.376;50;0;329;0
7982;CLI7984;0;36;0;1;2;2;3;31228;47;1.537;30;0;266;1
7983;CLI7985;1;43;2;0;2;2;3;53600;4;1.33;30;0;484;0
7984;CLI7986;0;67;0;0;2;5;1;92250;15;0.681;30;0;525;0
7985;CLI7987;1;33;0;1;1;1;3;26912;25;0.939;30;0;114;1
7986;CLI7988;1;54;0;0;1;2;1;39463;32;1.15;50;1;338;3
7987;CLI7989;1;61;7;0;0;5;1;39533;30;0.837;30;0;106;2
7988;CLI7990;0;21;3;2;1;4;2;14978;18;2.996;30;0;517;1
7989;CLI7991;1;54;0;0;2;4;1;107083;14;0.896;80;0;284;0
7990;CLI7992;0;47;7;0;1;1;1;30985;24;1.443;30;0;530;0
7991;CLI7993;0;39;1;1;2;4;3;22690;24;1.192;30;0;59;1
7992;CLI7994;1;35;3;1;1;1;3;21331;36;0.824;30;0;246;1
7993;CLI7995;0;29;3;2;1;8;3;23345;15;1.167;30;0;117;1
7994;CLI7996;1;72;2;0;1;1;1;101603;22;1.737;50;1;132;3
7995;CLI7997;1;32;7;1;1;9;3;28697;29;1.951;30;1;168;1
7996;CLI7998;0;22;5;2;1;6;2;14870;30;2.478;30;0;33;1
7997;CLI7999;0;25;3;2;1;4;2;21922;5;2.168;30;0;179;1
7998;CLI8000;0;90;8;0;1;3;0;117500;30;1.013;30;1;308;2
7999;CLI8001;1;32;3;1;1;2;3;20291;42;1.238;30;0;558;1
8000;CLI8002;1;21;3;2;1;3;2;21572;34;2.685;30;0;412;1
8001;CLI8003;1;23;6;2;1;5;2;17193;41;2.754;30;0;346;1
8002;CLI8004;0;43;0;0;1;1;3;58202;7;0.686;50;1;397;3
8003;CLI8005;0;32;1;1;1;4;3;18414;15;1.951;30;0;514;1
8004;CLI8006;1;33;5;1;1;3;3;19007;16;1.376;30;0;158;1
8005;CLI8007;1;33;2;1;0;4;3;19229;44;2.02;30;0;399;1
8006;CLI8008;0;68;8;0;2;2;1;82011;2;1.013;50;1;367;3
8007;CLI8009;1;33;3;1;1;1;3;26977;26;1.928;30;0;404;1
8008;CLI8010;1;24;3;2;1;5;2;13983;2;1.443;30;0;459;1
8009;CLI8011;1;41;2;1;0;6;3;117709;3;1.353;30;1;321;1
8010;CLI8012;0;92;0;0;0;2;0;97585;39;1.111;50;1;247;2
8011;CLI8013;0;54;7;0;1;1;1;114078;25;0.681;120;0;177;0
8012;CLI8014;0;28;3;2;1;2;3;30784;13;2.306;30;1;355;1
8013;CLI8015;1;57;0;0;1;3;1;90287;40;1.033;80;0;550;0
8014;CLI8016;0;77;8;0;0;2;1;69114;32;1.346;50;0;560;2
8015;CLI8017;1;41;7;1;1;2;3;42655;19;1.33;50;1;165;1
8016;CLI8018;1;46;5;0;1;1;1;101118;21;1.385;50;0;334;0
8017;CLI8019;1;36;3;1;1;1;3;21547;37;1.123;30;0;517;1
8018;CLI8020;1;96;8;0;1;1;0;59758;31;1.619;50;1;233;2
8019;CLI8021;0;34;0;1;2;2;3;21317;9;1.376;30;0;406;1
8020;CLI8022;1;42;6;0;0;4;3;112156;12;1.951;30;0;459;0
8021;CLI8023;1;42;7;0;1;2;3;43417;3;1.583;50;0;515;0
8022;CLI8024;1;62;0;0;0;2;1;74562;15;1.717;50;0;531;0
8023;CLI8025;0;62;0;0;2;5;1;44165;5;1.697;30;0;432;3
8024;CLI8026;0;56;0;0;1;1;1;22547;35;1.15;30;0;405;3
8025;CLI8027;0;22;5;2;1;2;2;13625;11;1.512;30;0;510;1
8026;CLI8028;0;25;6;2;1;4;2;19081;38;1.788;30;0;168;1
8027;CLI8029;1;68;7;0;2;2;1;106032;44;1.443;50;0;493;0
8028;CLI8030;1;44;0;0;0;1;1;54967;19;1.629;50;0;226;3
8029;CLI8031;0;31;4;2;1;3;3;21441;12;1.307;30;1;222;1
8030;CLI8032;1;50;0;0;1;1;1;48459;9;1.443;50;0;115;3
8031;CLI8033;0;47;7;0;2;2;1;60001;23;1.267;50;0;143;3
8032;CLI8034;1;32;2;1;1;6;3;24906;22;1.261;30;1;106;1
8033;CLI8035;1;42;3;0;1;2;3;53852;40;1.514;50;0;266;3
8034;CLI8036;0;89;8;0;0;3;0;77049;44;1.228;80;0;77;2
8035;CLI8037;1;39;0;1;1;1;3;30156;7;1.698;30;0;155;1
8036;CLI8038;0;34;3;1;1;5;3;23038;23;1.537;30;1;196;1
8037;CLI8039;1;31;3;2;1;5;3;21472;3;1.882;30;1;354;1
8038;CLI8040;1;73;8;0;1;1;1;116191;17;1.58;120;1;360;2
8039;CLI8041;1;76;2;0;2;4;1;61199;6;1.033;30;0;129;3
8040;CLI8042;0;28;1;2;1;1;3;22626;5;1.719;30;0;193;1
8041;CLI8043;1;20;3;2;1;4;2;21268;23;2.444;30;1;103;1
8042;CLI8044;0;44;0;0;2;2;1;35492;28;1.905;50;0;223;3
8043;CLI8045;1;43;0;0;2;2;3;115208;25;2.02;50;0;327;0
8044;CLI8046;0;55;4;0;1;2;1;78487;8;1.326;120;0;410;0
8045;CLI8047;0;57;5;0;2;2;1;62346;21;1.15;30;1;291;3
8046;CLI8048;1;65;7;0;2;2;1;74338;29;0.876;50;0;350;0
8047;CLI8049;1;55;5;0;2;2;1;122969;18;0.622;50;0;424;0
8048;CLI8050;0;35;4;1;1;4;3;21719;34;1.836;30;1;181;1
8049;CLI8051;0;89;8;0;0;2;0;58183;9;0.818;30;1;384;2
8050;CLI8052;1;57;0;0;2;6;1;35543;8;1.697;30;0;30;3
8051;CLI8053;1;43;2;0;2;4;3;26666;42;1.422;30;1;338;3
8052;CLI8054;0;41;0;1;1;2;3;118464;2;1.537;50;0;357;0
8053;CLI8055;1;25;3;2;1;3;2;21925;32;1.995;30;0;229;1
8054;CLI8056;1;54;0;0;2;3;1;68433;11;0.74;80;1;182;3
8055;CLI8057;1;20;3;2;1;2;2;16290;15;1.65;30;0;45;1
