Unnamed: 0,Edad,Profesion,Experiencia laboral,Gastoscore,Family_Size,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Dias_cliente,Cluster asignado
8170,33,3,1,1,2,3,26036,16,1.054,30,330,2
8171,35,4,1,1,3,3,25499,6,1.813,30,252,2
8172,29,2,2,1,3,3,26009,43,1.926,30,373,2
8173,46,6,0,1,1,1,32544,38,0.857,30,293,2
8174,20,5,2,1,1,2,21965,40,2.616,30,50,2
8175,88,2,0,1,1,0,110579,32,15.215,120,392,4
8176,32,3,1,0,2,3,18109,7,0.87,30,200,2
8177,97,0,0,0,2,0,90190,8,0.876,50,125,1
8178,77,8,0,1,1,1,104921,2,1.639,50,154,1
8179,55,0,0,0,4,1,110925,4,0.994,80,281,4
8180,47,5,0,2,4,1,115577,46,1.013,80,509,4
8181,56,0,0,2,2,1,82733,26,1.561,50,487,3
8182,55,0,0,0,3,1,100216,12,0.876,80,275,1
8183,81,1,0,1,1,0,57648,47,1.091,30,282,0
8184,32,3,1,1,3,3,27285,35,1.33,30,448,2
8185,35,4,1,1,2,3,28186,35,0.778,30,320,2
8186,66,2,0,1,2,1,76284,49,1.287,120,284,3
8187,51,0,0,1,1,1,62826,1,0.74,50,90,3
8188,89,6,0,1,2,0,79905,9,1.404,50,77,3
8189,45,4,0,2,7,1,122080,9,1.399,200,81,4
8190,24,2,2,0,4,2,15251,41,1.581,30,97,2
8191,41,0,1,2,3,3,42468,43,2.043,30,273,0
8192,47,4,0,1,1,1,108904,36,0.72,120,264,4
8193,55,0,0,2,3,1,31493,12,1.717,30,254,2
8194,39,0,1,2,2,3,30582,15,1.905,30,194,2
8195,72,8,0,0,2,1,46210,34,0.779,30,186,0
8196,45,4,0,1,4,1,90451,45,1.997,30,184,1
8197,31,7,2,1,2,3,26098,46,2.066,30,273,2
8198,61,0,0,2,2,1,35985,47,1.385,50,347,2
8199,64,8,0,0,2,1,111052,20,0.564,120,210,4
8200,31,3,2,1,3,3,28868,27,0.709,30,303,2
8201,53,0,0,2,4,1,31580,31,0.837,30,202,2
8202,86,5,0,0,2,0,122246,28,1.248,120,420,4
8203,39,5,1,1,3,3,21007,30,1.077,30,399,2
8204,84,8,0,0,2,0,35470,13,0.779,50,208,2
8205,97,8,0,0,2,0,57242,14,1.658,50,548,0
8206,67,8,0,2,3,1,124223,46,1.443,80,119,4
8207,87,0,0,0,2,0,89543,27,1.502,50,132,1
8208,33,5,1,1,4,3,19937,13,1.744,30,268,2
8209,76,2,0,0,2,1,75214,35,0.583,120,360,3
8210,72,5,0,2,2,1,27259,44,1.658,30,129,2
8211,77,8,0,1,2,1,63185,5,1.267,50,244,3
8212,35,3,1,2,4,3,21419,26,1.307,30,382,2
8213,51,7,0,1,4,1,65015,41,1.502,80,43,3
8214,23,3,2,1,5,2,19734,8,1.512,30,226,2
8215,52,5,0,1,3,1,110593,4,1.658,80,129,4
8216,43,6,0,1,2,3,96114,48,1.169,120,305,1
8217,94,8,0,1,3,0,43632,20,1.385,30,517,0
8218,73,0,0,1,2,1,64205,35,0.935,50,295,3
8219,55,0,0,2,2,1,116952,12,1.033,50,90,4
8220,46,0,0,2,3,1,67327,24,0.798,80,194,3
8221,58,0,0,1,1,1,27219,39,1.385,30,208,2
8222,41,0,1,1,2,3,79070,17,2.066,50,292,3
8223,50,0,0,1,2,1,60522,39,0.915,50,115,0
8224,73,8,0,1,1,1,31163,32,1.248,30,153,2
8225,36,6,1,1,1,3,21569,2,1.882,30,136,2
8226,44,0,0,1,1,1,97817,37,1.1,50,187,1
8227,39,0,1,1,1,3,26624,29,1.261,30,567,2
8228,30,0,2,1,2,3,30857,33,1.215,30,321,2
8229,53,0,0,2,3,1,34592,22,1.189,30,113,2
8230,62,0,0,2,2,1,64626,40,1.17,50,363,3
8231,28,3,2,1,6,3,27283,25,2.202,30,216,2
8232,33,0,1,1,8,3,30290,41,1.307,30,136,2
8233,51,7,0,1,3,1,129149,1,1.463,80,384,4
8234,54,8,0,1,2,1,66327,34,1.15,30,50,3
8235,79,6,0,1,4,0,60675,47,1.033,30,264,3
8236,87,8,0,0,2,0,69215,46,1.033,50,313,3
8237,39,0,1,1,3,3,27116,48,0.962,30,121,2
8238,85,8,0,1,1,0,21386,19,1.248,30,376,2
8239,87,8,0,0,2,0,119755,3,0.935,120,518,4
8240,46,3,0,0,4,1,94967,22,0.564,80,434,1
8241,46,4,0,1,1,1,47861,2,1.658,50,185,0
8242,74,8,0,0,2,1,62469,17,0.994,30,314,3
8243,29,3,2,1,1,3,21697,22,2.306,30,201,2
8244,74,8,0,0,2,1,67494,4,0.837,50,138,3
8245,61,4,0,1,1,1,116117,44,1.404,50,598,4
8246,62,0,0,2,2,1,22812,11,1.209,30,318,2
8247,69,8,0,2,4,1,73172,25,1.091,30,170,3
8248,51,0,0,2,2,1,83689,43,0.974,50,32,3
8249,35,3,1,1,2,3,21357,48,1.376,30,110,2
8250,54,1,0,1,1,1,72788,1,1.052,50,150,3
8251,65,0,0,0,2,1,95493,3,1.678,50,442,1
8252,24,3,2,1,5,2,17792,0,2.444,30,445,2
8253,31,0,2,1,1,3,18685,19,0.709,30,395,2
8254,31,7,2,1,3,3,31469,6,0.847,30,337,2
8255,83,8,0,1,1,0,83648,45,1.717,50,183,3
8256,41,0,1,1,2,3,81442,10,0.686,50,270,3
8257,55,5,0,2,2,1,65072,41,1.267,50,584,3
8258,55,2,0,0,4,1,105078,30,0.857,80,155,1
8259,97,8,0,1,1,0,30052,36,0.564,30,322,2
8260,39,0,1,2,5,3,29414,3,1.767,30,184,2
8261,39,8,1,1,1,3,25568,3,1.537,30,136,2
8262,34,7,1,2,3,3,25057,11,1.445,30,254,2
8263,51,0,0,1,1,1,23400,31,1.482,30,509,2
8264,55,0,0,2,4,1,98112,43,1.424,80,359,1
8265,36,0,1,1,3,3,30132,17,1.261,30,330,2
8266,54,0,0,1,1,1,114886,17,0.661,50,217,4
8267,57,0,0,2,3,1,74679,42,1.267,80,345,3
8268,28,3,2,1,3,3,26865,38,2.927,30,145,2
8269,45,0,0,1,1,1,72319,12,1.077,50,462,3
8270,75,0,0,0,2,1,61680,33,0.779,50,561,3
8271,87,8,0,0,2,0,107647,26,1.639,120,321,4
8272,44,7,0,2,5,1,42213,14,1.468,30,338,0
8273,68,5,0,1,1,1,110917,0,1.502,50,338,4
8274,23,3,2,1,2,2,18651,40,1.754,30,378,2
8275,22,3,2,1,4,2,16520,16,10.635,30,167,2
8276,31,7,2,1,5,3,20276,37,1.33,30,345,2
8277,63,5,0,2,2,1,119408,44,1.385,50,468,4
8278,28,3,2,1,1,3,20402,42,2.858,30,229,2
8279,69,4,0,1,1,1,59567,49,0.759,30,237,0
8280,29,7,2,1,3,3,19110,9,2.651,30,496,2
8281,55,6,0,0,3,1,71872,22,1.267,30,477,3
8282,33,6,1,1,4,3,19538,35,1.307,30,593,2
8283,29,4,2,1,4,3,29394,23,1.616,30,523,2
8284,67,0,0,2,3,1,121629,39,0.564,80,397,4
8285,46,0,0,1,1,1,108482,13,0.857,50,408,4
8286,97,0,0,1,2,0,99951,20,0.583,50,309,1
8287,50,0,0,2,3,1,62985,27,1.737,30,389,3
8288,95,8,0,1,1,0,77440,38,0.955,50,48,3
8289,20,3,2,1,5,2,13957,44,2.996,30,230,2
8290,41,7,1,1,1,3,87625,22,0.801,50,266,1
8291,51,0,0,1,1,1,80406,47,0.603,50,360,3
8292,64,0,0,2,2,1,31732,41,1.619,30,31,2
8293,79,8,0,0,2,0,36328,49,1.091,50,534,2
8294,55,0,0,0,3,1,44649,22,0.661,30,104,0
8295,62,4,0,2,3,1,106899,27,1.697,80,183,1
8296,51,0,0,1,3,1,24558,45,1.15,30,113,2
8297,63,0,0,1,1,1,109072,39,0.994,50,391,4
8298,46,2,0,0,6,1,89620,26,1.248,30,555,1
8299,22,3,2,1,4,2,16267,31,1.512,30,597,2
8300,21,3,2,1,3,2,16432,34,1.685,30,87,2
8301,21,3,2,1,4,2,13325,22,1.512,30,387,2
8302,75,2,0,1,1,1,122876,1,1.678,50,589,4
8303,44,0,0,1,2,1,85699,41,1.675,50,197,1
8304,90,8,0,0,2,0,111311,8,1.091,120,113,4
8305,25,3,2,1,3,2,29291,2,2.996,30,207,2
8306,92,8,0,0,2,0,79145,13,1.541,120,283,3
8307,56,0,0,1,4,1,44493,1,1.111,30,316,0
8308,65,0,0,2,2,1,124598,29,1.111,50,530,4
8309,45,0,0,2,5,1,50832,25,1.169,30,135,0
8310,56,2,0,0,2,1,43353,35,1.346,30,268,0
8311,68,0,0,2,3,1,115801,43,11.305,30,353,4
8312,68,8,0,0,4,1,110508,0,1.737,30,188,4
8313,42,0,0,1,1,3,96237,24,1.238,50,174,1
8314,20,0,2,1,4,2,17602,27,3.03,30,55,2
8315,24,3,2,1,4,2,13642,36,2.892,30,482,2
8316,33,5,1,1,3,3,20408,31,1.33,30,456,2
8317,68,7,0,1,1,1,59101,2,0.896,50,356,0
8318,47,7,0,1,3,1,114792,46,0.935,30,157,4
8319,35,4,1,1,1,3,18303,22,0.732,30,194,2
8320,41,0,1,0,1,3,51100,6,0.663,50,215,0
8321,53,0,0,1,1,1,63420,24,0.974,50,124,3
8322,34,4,1,1,2,3,24237,1,1.836,30,357,2
8323,51,0,0,0,4,1,64013,23,1.756,30,342,3
8324,54,4,0,2,4,1,78928,41,0.7,30,506,3
8325,47,5,0,2,4,1,61263,5,0.974,30,564,3
8326,46,0,0,1,1,1,112301,21,1.072,50,274,4
8327,41,5,1,1,2,3,34712,34,2.066,30,104,2
8328,79,7,0,0,2,0,56382,46,15.215,50,330,0
8329,78,2,0,0,1,1,120237,27,0.74,120,325,4
8330,43,4,0,1,1,3,60209,30,1.744,50,322,0
8331,22,3,2,1,5,2,13893,20,2.823,30,390,2
8332,29,8,2,1,1,3,18305,37,10.635,30,382,2
8333,79,2,0,1,1,0,83404,48,1.189,50,286,3
8334,77,3,0,1,1,1,118209,22,0.661,50,512,4
8335,50,0,0,1,1,1,122451,29,1.639,50,272,4
8336,36,2,1,1,5,3,20299,48,1.054,30,169,2
8337,55,7,0,2,3,1,98199,13,1.639,30,153,1
8338,34,7,1,1,1,3,23282,39,1.422,30,90,2
8339,81,8,0,0,2,0,99584,36,1.678,120,232,1
8340,75,0,0,0,2,1,45778,37,1.6,30,369,0
8341,54,0,0,1,1,1,95977,13,1.678,50,170,1
8342,54,6,0,0,2,1,23229,12,0.857,30,322,2
8343,20,3,2,1,3,2,19311,33,1.512,30,580,2
8344,94,7,0,2,2,0,48878,30,0.935,30,327,0
8345,42,7,0,1,4,3,63664,40,0.824,30,376,3
8346,31,0,2,1,4,3,18279,33,2.066,30,209,2
8347,51,0,0,2,2,1,40432,4,1.385,30,86,0
8348,65,1,0,2,3,1,59046,39,0.661,80,250,0
8349,62,0,0,1,2,1,116572,14,0.74,50,182,4
8350,76,0,0,1,1,1,22856,10,1.424,30,165,2
8351,73,0,0,1,2,1,106595,44,1.189,50,261,1
8352,20,3,2,1,6,2,20540,10,2.478,30,57,2
8353,40,0,1,1,1,3,123971,33,1.054,50,454,4
8354,34,6,1,1,2,3,25905,37,1.905,30,137,2
8355,74,2,0,0,2,1,119944,3,1.658,120,389,4
8356,43,0,0,1,1,3,55806,30,1.606,50,158,0
8357,46,7,0,1,3,1,115629,35,1.6,80,373,4
8358,55,0,0,1,2,1,64800,19,0.994,50,234,3
8359,41,0,1,2,2,3,84914,11,0.778,50,117,1
8360,65,0,0,1,1,1,88510,35,1.561,50,147,1
8361,55,0,0,1,2,1,80777,23,15.215,50,271,3
8362,53,0,0,1,3,1,75995,28,1.346,80,562,3
8363,61,0,0,1,1,1,75598,17,1.58,50,349,3
8364,36,5,1,1,3,3,21878,37,1.008,30,182,2
8365,42,0,0,1,1,3,119677,12,1.077,50,481,4
8366,47,0,0,1,2,1,47075,42,0.955,50,382,0
8367,58,0,0,1,2,1,101753,4,1.678,50,397,1
8368,41,7,1,1,1,3,61036,32,1.836,50,542,3
8369,40,0,1,1,1,3,88069,15,1.859,50,376,1
8370,40,0,1,1,1,3,127374,14,1.353,50,580,4
8371,68,0,0,1,1,1,99472,25,1.619,50,210,1
8372,42,0,0,1,2,3,122300,17,0.916,120,418,4
8373,61,7,0,1,1,1,75247,0,0.779,50,135,3
8374,66,7,0,2,2,1,91390,24,0.857,120,382,1
8375,40,7,1,2,2,3,73986,33,2.066,50,503,3
8376,33,7,1,1,9,3,20453,26,2.066,30,303,2
8377,73,7,0,1,3,1,31552,27,0.681,30,234,2
8378,50,7,0,1,1,1,51897,21,0.915,50,432,0
8379,44,7,0,1,1,1,112818,3,0.847,50,568,4
8380,50,7,0,1,3,1,41424,19,11.305,30,272,0
8381,45,8,0,1,1,1,106990,8,1.284,50,284,1
8382,68,1,0,1,1,1,24210,10,0.642,30,586,2
8383,67,0,0,1,2,1,68965,29,0.759,50,131,3
8384,55,0,0,1,2,1,71808,20,0.583,50,600,3
8385,58,7,0,1,2,1,94543,49,1.463,50,64,1
8386,43,0,0,1,1,3,70270,5,1.1,50,394,3
8387,95,8,0,1,1,0,44187,9,1.287,50,310,0
8388,55,0,0,1,1,1,40439,31,1.365,50,100,0
8389,51,7,0,1,1,1,65289,38,0.642,30,133,3
8390,57,6,0,1,1,1,39437,3,1.248,50,370,0
8391,50,6,0,1,1,1,68643,48,1.15,30,492,3
8392,41,0,1,1,1,3,100416,20,1.169,50,233,1
8393,40,4,1,1,1,3,107839,41,1.905,50,104,4
8394,28,0,2,1,1,3,21436,29,1.995,30,546,2
8395,44,5,0,1,1,1,21178,42,1.353,30,250,2
8396,45,0,0,0,2,1,31796,9,0.985,30,449,2
8397,28,1,2,0,2,3,19539,41,2.34,30,573,2
8398,88,8,0,2,2,0,79899,47,1.091,120,202,3
8399,51,0,0,1,1,1,52884,15,1.463,50,516,0
8400,89,8,0,1,1,0,34313,10,1.013,30,207,2
8401,44,0,0,1,2,1,37393,7,1.031,50,180,0
8402,54,8,0,1,1,1,63610,22,1.717,50,101,3
8403,29,3,2,1,3,3,26869,8,12.705,30,149,2
8404,29,0,2,1,1,3,24099,49,2.892,30,197,2
8405,52,0,0,1,1,1,102345,24,1.404,50,573,1
8406,78,7,0,1,1,1,78595,20,1.033,50,265,3
8407,53,4,0,2,5,1,25376,38,0.896,30,471,2
8408,43,0,0,2,3,3,70056,49,0.778,30,254,3
8409,55,0,0,2,2,1,61555,6,0.896,50,234,3
8410,51,0,0,1,2,1,35750,19,0.72,50,30,2
8411,29,4,2,2,2,3,24300,27,2.685,30,234,2
8412,46,8,0,1,2,1,57016,41,1.541,50,362,0
8413,40,0,1,1,2,3,66046,0,1.652,50,352,3
8414,32,3,1,1,4,3,23887,21,1.813,30,532,2
8415,43,0,0,1,1,3,126039,48,1.882,120,185,4
8416,45,0,0,1,3,1,97334,40,1.951,30,311,1
8417,53,6,0,1,1,1,63392,11,1.717,50,321,3
8418,44,7,0,0,3,1,83351,45,0.755,30,480,3
8419,28,3,2,1,3,3,23680,21,14.085,30,477,2
8420,45,0,0,1,2,1,92740,31,1.951,50,502,1
8421,41,0,1,1,1,3,22967,32,1.905,30,465,2
8422,58,5,0,1,1,1,105034,20,0.622,50,594,1
8423,56,4,0,2,3,1,103093,49,0.994,80,300,1
8424,80,7,0,2,3,0,129452,18,1.58,80,265,4
8425,67,8,0,1,5,1,40282,21,0.7,30,233,0
8426,43,7,0,1,1,3,32524,15,1.031,30,305,2
8427,21,3,2,1,4,2,17395,6,1.926,30,102,2
8428,21,3,2,1,7,2,19275,38,3.03,30,351,2
8429,25,7,2,1,5,2,27131,27,2.064,30,457,2
8430,91,2,0,0,2,0,75042,11,11.305,50,351,3
8431,68,0,0,0,2,1,129741,14,1.326,50,144,4
8432,47,0,0,1,4,1,27832,44,1.385,30,308,2
8433,30,0,2,1,5,3,24274,11,0.824,30,556,2
8434,55,0,0,1,1,1,78948,29,0.622,50,541,3
8435,25,7,2,1,6,2,24132,4,2.754,30,266,2
8436,39,7,1,1,2,3,22155,4,1.744,30,41,2
8437,35,3,1,1,3,3,28136,31,0.985,30,339,2
8438,46,5,0,1,3,1,81454,6,0.622,80,400,3
8439,36,7,1,1,1,3,21686,42,2.066,30,115,2
8440,31,7,2,1,3,3,30859,26,2.043,30,49,2
8441,39,8,1,1,2,3,24106,20,2.066,30,306,2
8442,39,3,1,1,2,3,26175,5,1.859,30,527,2
8443,43,7,0,1,2,3,104781,16,0.847,50,379,1
8444,31,0,2,1,1,3,30096,17,1.56,30,363,2
8445,39,7,1,1,6,3,19649,9,1.537,30,278,2
8446,50,4,0,2,2,1,51705,26,1.502,50,336,0
8447,80,8,0,0,1,0,99050,0,15.215,50,351,1
8448,57,7,0,1,1,1,120425,39,0.876,120,312,4
8449,31,3,2,1,3,3,18516,14,1.445,30,94,2
8450,42,3,0,1,3,3,47745,8,1.859,30,304,0
8451,46,7,0,1,1,1,54361,5,0.915,50,53,0
8452,29,5,2,1,1,3,31927,48,2.616,30,306,2
8453,30,3,2,1,2,3,19532,42,1.951,30,436,2
8454,45,0,0,1,2,1,83288,44,0.962,50,360,3
8455,45,0,0,1,2,1,126199,21,1.353,50,334,4
8456,52,2,0,0,4,1,84469,17,0.798,80,357,1
8457,39,5,1,1,1,3,23618,48,1.721,30,132,2
8458,97,8,0,1,1,0,30644,17,1.033,30,212,2
8459,51,0,0,1,1,1,33112,12,0.798,30,173,2
8460,45,0,0,1,2,1,114847,36,1.928,50,591,4
8461,33,5,1,1,5,3,24321,7,1.146,30,55,2
8462,47,5,0,1,2,1,111482,23,1.209,50,97,4
8463,32,7,1,1,2,3,23100,26,1.054,30,331,2
8464,53,0,0,1,1,1,48893,18,0.583,50,157,0
8465,67,0,0,2,6,1,51032,49,1.58,30,251,0
8466,56,8,0,1,1,1,66038,29,1.697,50,162,3
8467,42,0,0,1,1,3,89733,12,1.652,50,441,1
8468,54,7,0,0,1,1,54368,15,1.6,50,518,0
8469,47,3,0,1,1,1,100625,20,1.697,50,586,1
8470,30,3,2,1,4,3,25758,18,1.629,30,372,2
8471,39,5,1,1,6,3,30976,47,1.1,30,170,2
8472,43,5,0,2,2,3,80559,36,1.146,120,488,3
8473,57,4,0,1,1,1,72704,21,1.189,30,258,3
8474,42,4,0,1,1,3,54355,1,0.962,50,210,0
8475,33,7,1,1,2,3,24731,0,2.02,30,348,2
8476,47,0,0,1,1,1,55383,22,1.658,50,256,0
8477,46,7,0,1,4,1,40571,18,1.346,30,532,0
8478,51,0,0,1,1,1,114691,23,0.857,50,247,4
8479,52,0,0,1,2,1,110046,7,0.661,50,451,4
8480,35,7,1,1,5,3,18357,30,1.192,30,514,2
8481,58,0,0,2,2,1,72433,10,0.837,50,451,3
8482,47,0,0,2,1,1,73136,12,1.189,50,142,3
8483,43,0,0,1,2,3,53137,36,1.744,50,192,0
8484,46,0,0,2,2,1,82057,14,1.639,50,141,3
8485,41,0,1,1,1,3,80765,12,1.836,50,449,3
8486,21,3,2,1,4,2,17280,14,2.271,30,453,2
8487,33,6,1,1,1,3,29900,8,0.686,30,209,2
8488,54,0,0,1,1,1,89435,1,1.697,50,157,1
8489,61,3,0,1,3,1,74262,3,1.248,80,465,3
8490,65,5,0,1,2,1,84180,35,0.642,50,401,1
8491,51,0,0,1,2,1,76386,32,1.561,50,594,3
8492,30,2,2,0,2,3,29256,44,1.882,30,555,2
8493,28,0,2,1,2,3,25423,5,1.305,30,249,2
8494,41,5,1,1,1,3,41923,8,2.02,50,365,0
8495,42,0,0,1,3,3,121437,11,1.215,200,450,4
8496,32,7,1,1,3,3,29260,3,0.663,30,182,2
8497,31,0,2,1,2,3,24344,48,1.123,30,288,2
8498,30,6,2,1,2,3,25190,2,1.008,30,483,2
8499,46,7,0,1,2,1,83860,21,0.837,120,99,3
8500,47,0,0,1,2,1,77221,0,0.72,50,546,3
8501,44,3,0,2,2,1,71556,37,1.238,50,371,3
8502,45,0,0,1,3,1,45095,47,0.732,30,77,0
8503,51,7,0,1,1,1,83213,4,0.857,120,176,3
8504,35,3,1,1,3,3,23809,5,0.847,30,300,2
8505,62,7,0,1,1,1,78399,1,1.287,50,473,3
8506,31,6,2,1,1,3,22309,47,2.043,30,594,2
8507,28,0,2,1,3,3,30067,47,1.685,30,387,2
8508,46,0,0,1,7,1,113605,6,0.661,30,382,4
8509,45,7,0,1,2,1,67494,36,1.859,50,393,3
8510,40,3,1,1,2,3,50077,35,1.698,50,159,0
8511,46,0,0,1,1,1,53526,25,1.424,50,225,0
8512,46,0,0,1,4,1,84218,45,1.326,80,166,1
8513,61,7,0,1,2,1,24244,32,1.189,30,226,2
8514,57,7,0,0,1,1,89235,2,0.72,50,314,1
8515,52,4,0,1,1,1,55801,23,0.72,50,210,0
8516,63,0,0,0,3,1,112711,9,0.759,80,570,4
8517,29,0,2,1,1,3,31427,46,2.444,30,70,2
8518,31,0,2,1,2,3,27718,25,0.801,30,443,2
8519,41,5,1,1,1,3,102309,42,1.215,50,140,1
8520,98,8,0,1,1,0,121944,33,1.404,120,348,4
8521,28,6,2,1,1,3,31210,4,14.775,30,443,2
8522,55,2,0,0,4,1,100996,4,1.756,80,317,1
8523,46,5,0,1,1,1,43057,21,0.661,50,135,0
8524,53,0,0,1,1,1,65538,29,1.052,50,453,3
8525,41,7,1,1,1,3,115741,21,1.468,50,484,4
8526,33,4,1,1,5,3,22463,29,0.778,30,224,2
8527,29,7,2,1,4,3,24943,1,2.409,30,433,2
8528,52,0,0,2,2,1,31020,11,0.837,30,521,2
8529,40,3,1,1,4,3,66865,49,1.376,30,369,3
8530,58,5,0,2,4,1,44473,2,0.818,30,186,0
8531,33,7,1,1,6,3,25170,48,0.732,30,210,2
8532,22,3,2,1,7,2,20530,30,2.927,30,552,2
8533,21,6,2,1,5,2,20637,37,1.995,30,450,2
8534,21,3,2,1,6,2,13503,49,10.635,30,175,2
8535,41,6,1,1,1,3,50811,14,1.123,30,134,0
8536,22,3,2,1,6,2,15292,35,2.444,30,203,2
8537,43,2,0,2,3,3,33305,47,1.951,30,391,2
8538,29,4,2,1,3,3,29159,3,1.029,30,95,2
8539,34,5,1,1,4,3,22903,20,1.491,30,309,2
8540,34,3,1,0,3,3,31323,15,1.376,30,106,2
8541,45,4,0,2,3,1,76829,20,1.054,30,348,3
8542,35,1,1,2,2,3,29246,26,1.698,30,391,2
8543,46,1,0,2,3,1,95310,3,1.346,80,375,1
8544,98,8,0,1,1,0,51888,8,0.974,30,143,0
8545,86,8,0,0,3,0,120638,23,1.013,200,487,4
8546,72,8,0,1,2,1,52013,0,0.759,50,199,0
8547,53,1,0,2,1,1,91549,42,1.326,50,324,1
8548,40,0,1,1,2,3,122693,10,1.445,50,448,4
8549,61,0,0,2,4,1,74680,29,0.818,80,462,3
8550,57,4,0,2,2,1,39561,43,0.583,50,529,0
8551,57,1,0,2,3,1,41174,35,0.915,30,248,0
8552,45,8,0,1,1,1,104064,20,1.077,50,224,1
8553,40,4,1,1,1,3,72645,35,1.606,50,437,3
8554,41,4,1,1,1,3,76347,37,1.905,120,376,3
8555,44,3,0,1,2,1,63526,7,2.066,30,504,3
8556,42,1,0,2,2,3,23595,48,1.951,30,502,2
8557,28,5,2,1,3,3,28352,36,2.754,30,202,2
8558,36,4,1,1,4,3,18496,23,0.893,30,447,2
8559,29,0,2,1,1,3,20650,9,2.168,30,195,2
8560,31,7,2,1,1,3,20551,44,0.916,30,260,2
8561,20,6,2,1,6,2,19309,35,3.065,30,235,2
8562,57,7,0,1,3,1,87650,3,0.876,30,525,1
8563,29,3,2,1,2,3,20528,44,1.547,30,294,2
8564,20,3,2,1,4,2,18851,33,13.395,30,283,2
8565,22,6,2,1,2,2,23991,26,3.03,30,316,2
8566,40,5,1,2,3,3,129432,12,1.031,200,153,4
8567,30,5,2,2,2,3,31725,9,1.951,30,201,2
8568,23,3,2,1,5,2,16459,48,2.513,30,446,2
8569,30,7,2,1,4,3,21088,12,1.537,30,469,2
8570,31,3,2,1,1,3,30923,35,1.56,30,584,2
8571,69,8,0,1,4,1,86587,35,1.17,80,522,1
8572,53,7,0,1,1,1,90785,20,1.033,50,383,1
8573,88,8,0,1,2,0,45728,48,0.876,50,385,0
8574,78,8,0,0,3,1,79390,15,1.111,80,254,3
8575,52,5,0,0,4,1,88262,9,1.17,30,461,1
8576,24,8,2,1,4,2,16328,42,12.015,30,453,2
8577,39,8,1,0,2,3,23415,25,1.905,30,337,2
8578,44,7,0,1,6,1,114416,37,1.215,30,121,4
8579,20,3,2,1,1,2,17637,18,1.788,30,205,2
8580,29,0,2,1,4,3,28088,32,2.34,30,175,2
8581,80,8,0,1,5,0,55613,39,0.72,30,345,0
8582,95,8,0,1,1,0,126780,3,0.915,120,201,4
8583,41,5,1,1,2,3,63989,6,0.824,30,570,3
8584,65,7,0,1,1,1,52968,29,0.72,50,297,0
8585,31,1,2,1,1,3,23002,17,1.261,30,184,2
8586,32,0,1,1,3,3,27098,24,1.56,30,315,2
8587,41,6,1,2,3,3,40226,20,0.801,30,382,0
8588,51,6,0,2,3,1,62435,1,0.583,80,51,3
8589,43,7,0,1,1,3,51814,28,0.847,30,150,0
8590,36,1,1,1,1,3,24750,39,1.008,30,514,2
8591,35,5,1,1,2,3,22152,9,1.882,30,252,2
8592,35,5,1,1,2,3,25752,6,1.583,30,214,2
8593,28,1,2,1,1,3,23616,0,14.085,30,359,2
8594,53,1,0,2,2,1,73775,14,1.385,50,202,3
8595,30,1,2,1,1,3,24470,42,1.33,30,140,2
8596,54,0,0,1,1,1,75053,0,1.209,50,116,3
8597,36,4,1,2,5,3,21809,11,1.606,30,431,2
8598,36,4,1,1,6,3,31861,39,2.02,30,195,2
8599,43,0,0,1,3,3,26562,38,1.008,30,293,2
8600,55,7,0,2,4,1,90699,41,1.541,80,100,1
8601,92,8,0,1,1,0,94112,37,1.287,50,238,1
8602,51,0,0,2,2,1,64167,18,1.463,50,566,3
8603,34,7,1,2,3,3,29981,36,1.353,30,253,2
8604,63,0,0,2,2,1,38395,1,1.013,50,461,0
8605,80,2,0,0,4,0,121046,29,1.639,200,475,4
8606,40,7,1,1,4,3,119449,1,1.33,30,584,4
8607,58,6,0,1,4,1,102656,46,1.111,80,284,1
8608,45,7,0,2,1,1,96128,20,0.709,50,137,1
8609,58,4,0,1,1,1,52019,23,1.737,30,213,0
8610,39,0,1,2,3,3,19361,13,1.698,30,417,2
8611,68,0,0,2,3,1,60230,49,1.404,80,575,0
8612,25,6,2,1,3,2,23844,19,12.705,30,283,2
8613,56,0,0,1,2,1,88435,21,1.404,50,384,1
8614,91,8,0,0,2,0,104049,2,1.091,120,114,1
8615,29,3,2,1,2,3,25183,39,2.409,30,77,2
8616,95,8,0,1,1,0,25744,21,1.287,30,89,2
8617,29,3,2,1,4,3,29838,26,2.651,30,415,2
8618,46,2,0,1,3,1,90024,32,1.209,80,535,1
8619,45,1,0,1,1,1,67872,48,0.778,50,300,3
8620,74,8,0,1,3,1,122740,28,1.58,200,265,4
8621,75,8,0,0,2,1,41285,31,0.896,50,43,0
8622,50,4,0,0,2,1,75726,20,1.424,120,254,3
8623,95,8,0,0,2,0,57850,11,1.228,30,380,0
8624,68,0,0,0,2,1,60896,4,0.818,50,269,3
8625,46,0,0,1,2,1,122428,40,0.661,50,382,4
8626,29,5,2,1,3,3,19686,45,2.34,30,483,2
8627,53,7,0,1,1,1,92063,18,0.661,120,217,1
8628,44,7,0,2,5,1,116357,22,0.801,30,179,4
8629,22,3,2,1,4,2,23673,26,1.961,30,231,2
8630,28,0,2,1,1,3,26840,2,2.34,30,192,2
8631,41,0,1,1,1,3,101981,6,1.583,50,245,1
8632,85,8,0,1,1,0,118103,4,0.622,50,151,4
